post_id;date;likes;owner_id;is_video;text;by_tag
Bu6INGpHS0o;1552393681;83;6441817112;False;"✨
.
#дизайнногтей #идеиманикюра #рисункинаногтях #мк #мкногти #мкпорисованию #likeforfollow #likeforlikes #ногтимосква #ногтихабаровск #гельлак #рисунокгельлаком #гельлакмосква #гельлакхабаровск #ручнаяроспись #ручнаяросписьногтей #ручнаяросписьгельлаками #ручнаяросписьнаногтях";мкпорисованию
Bu6YIZmlMsL;1552402031;92;2353368993;False;"#океанарта_какониэтоделают
⠀
КАК ОНИ РИСУЮТ ТОН КОЖИ🤩
⠀
Сегодня мы создали для вас видеоподборку, где художники отрисовывают тон кожи цветными карандашами.✍🏻
⠀
Когда видишь детальный процесс создания прекрасного - это очень вдохновляет! Особенно зная, какой прекрасный результат получился в итоге.🤤🥰
⠀
На этот раз вдохновляют @isabella.drawsss
@sketch_book7
@j.claudiio
⠀
Наслаждайтесь😋";мкпорисованию
Bu6_gvpBiox;1552422678;123;6441817112;False;"🌹🌹🌹
.
#дизайнногтей #идеиманикюра #рисункинаногтях #мк #мкногти #мкпорисованию #likeforfollow #likeforlikes #ногтимосква #ногтихабаровск #гельлак #рисунокгельлаком #гельлакмосква #гельлакхабаровск #ручнаяроспись #ручнаяросписьногтей #ручнаяросписьгельлаками #ручнаяросписьнаногтях #ногтилюбят";мкпорисованию
Bu6x6QWBl3t;1552415547;4;5581158844;False;Арт-вечеринка для компании @bright_event_agency Девушек поздравили с 8 Марта #поздравления #праздник #корпоратив #мкпорисованию #проведемпраздник #кудапойтиекб #отличныйподарок #мкекб #мастеркласс #лайкекб;мкпорисованию
Bu7b-_CADOR;1552437606;34;3484930452;False;"Jim McVicker.

Для вашего вдохновения.";мкпорисованию
Bu816rwnTXw;1552484756;37;4462829209;False;"Кажется, я нашла свою  историю)))
___
Тема африки, барабанов джембе, негритяночек с их округлыми бам бам бам, орнаменты и этнические узоры- давно  для меня one love💛
_____
Хочу себе такую диву на джинсовку. Как тебе тема?
______
А джинсовки уже пора обновлять! Если у тебя есть  ненужная- присылай, оформим😉 1500₽ рисунок на твоей ( 3000₽  на моей)
🔸️доставка Почтой России 300р.
_________
#africa #paint #painting #art #acril #coffee #африканка #pinterest #краски #yammedved_art #росписьодежды #росписьджинсовок  #посмотри_мой_арт  #художник #творчество  #рисуюкаждыйдень  #мкпорисованию #рисоватьпросто #вдохновение #африка";мкпорисованию
Bu82TvRBQKk;1552484962;7;5581158844;False;Очередная арт-вечеринка, у всех отличное настроение. Присоединяйтесь #артвечеринка #мастеркласс #мкпорисованию #кудапойтиекб #девичник #праздник #лайкекб #лайк #картина;мкпорисованию
Bu89G4alZnf;1552488526;123;2353368993;False;"Приготовьтесь, вам сейчас очень сильно захочется лета 😋
⠀
Листайте карусельку и знакомьтесь с пошаговым рисованием сочной сливы цветными карандашами 🤤🥰
⠀
Не забудьте подготовить:
- цветные карандаши
- клячку или ластик
- белый карандаш
- бумажный карандашик для тушевки
⠀
🌱Всегда начинайте с проработки эскиза. Но не нажимайте сильно на карандаш.
🌱Следуя фотографиям, заполняйте большие пространства.
🌱Где необходимо, растушуйте.
🌱Переходите к деталям.
🌱Темными оттенками придайте объем и тени.
🌱Светлым карандашом подкорректируйте светлые участки
⠀
Сочная слива готова😍
Всё просто😏
⠀
А более подробно мы изучаем это на нашем курсе «ЦВЕТНЫЕ КАРАНДАШИ», который начинается уже 20 марта😉
⠀
Хочешь присоединиться и научиться рисовать классные рисунки цветными карандашами? Пиши +++ и мы расскажем все подробности!🤩";мкпорисованию
Bu8UCfMgEOn;1552466995;83;3595270324;False;"🌱Весна....все еще прохладно, но уже очень солнечно🌞и так хочется побольше ярких красок, зелени, цветов 😍
⠀
А раз хочется, значит будет!
На природу повлиять мы не можем, но привнести в жизнь🌈яркость - легко!
⠀
🌷16 марта на мастер классе создаём невероятной красоты🎨🖌️букеты маслом!
На твой вкус и цвет🖼️.
⠀
С 16:00 до 19:00 окунись в мир ярких красок, цветов и умиротворение за чашечкой ароматного цветочного🍵чая с мёдом🍯
⠀
Забронировать место можно по тел 093 428 4251.
.
.
.
#st_magicart #картины #картинамаслом #мк_рисуеммаслом #живопись #цветы #мкдлявзрослых #мкодесса #мкпорисованию #stMA_домтворчества #мастерклассодесса";мкпорисованию
Bu8sX1lj5V9;1552479752;108;10563400920;False;"#отзыв_365colorfull ⠀
Сегодня я поделюсь с вами отзывом о нашем прошедшем индивидуальном мастер-классе. Видео в каруселе. ⠀
⠀

Хотите  сделать свою картину? ⠀

#paint #painting #ink #inks #alcoholink  #alcoholinkart  #alcoholinkartist #fluidart #art #design #interior #designinterior #interiorart #contemporaryart #modernart #artist #modernartist #creative #inspiration #дизайн #картина #картинавинтерьер #интерьер #365colorfull #спиртовыечернила #алкогольныечернила #мкспиртовыечернила #мкпорисованию";мкпорисованию
Bu_IEb1Helj;1552561382;63;6441817112;False;"🌸✨
.
#дизайнногтей #идеиманикюра #рисункинаногтях #мк #мкногти #мкпорисованию #likeforfollow #likeforlikes #ногтимосква #ногтихабаровск #гельлак #рисунокгельлаком #гельлакмосква #гельлакхабаровск #ручнаяроспись #ручнаяросписьногтей #ручнаяросписьгельлаками #ручнаяросписьнаногтях";мкпорисованию
Bu_WNTEhiKV;1552568795;72;4331652129;False;"🌸 30 марта (Суббота) в 13:30 приглашаем на мк ""Рисуем любовь""
⠀
🗝 Вас ждёт увлекательное мероприятие из 2 частей:
🌷Сначала я расскажу о чувствах, любви и предметах вдохновения в вашем индивидуальном гороскопе, а также о способах привлечения семейной гармонии в дом.
⠀
🌷Затем в уютном женском кругу в студии @art_school_krd мы будем рисовать картину ""Пион"".
Собственноручно написанная картина этого роскошного цветка привлечёт только позитивные энергии в Ваш дом, создаст благоприятный климат в семье и станет предметом гордости.
⠀
🤴🏻 Пион издревле считается королём всех цветов.
🌺 Пион - символ благополучия и любви.
💃🏻 Молодым незамужним девушкам рекомендуется держать пионы или их изображение в гостинной для скорейшей встречи достойного партнёра.
💑 Замужним девушкам стоит размещать на кухне или в спальне - это привлечёт страсть, любовь и новизну в отношения с мужем.
⠀
🌷Опыт рисования для написания волшебной картины не требуется 🙌🏻
👨🏻‍🎨Каждая из Вас погрузится в непренужденную атмосферу и сможет почувствовать себя настоящим Малевичем!
⠀
🎨 Наш мк продлится 3ч.
Рисовать будем на холсте (картон) 30×40.
⠀
🖌 Стоимость 1500 ₽. 📞 Запись на мк в WhatsApp +79615205937
❗Бронирование мест по предоплате 300 ₽❗
⠀
📍Адрес: Базовская 200/1";мкпорисованию
Bu_sQxxnFC1;1552580358;53;4462829209;False;"Ужасно не люблю  эти зеленые  стены и дико обожаю  эту лохматую собаку.  Во всем должен быть баланс. 
Гармония 👌💚#иньянь
_______
Кто-нибудь знает, как поменять цвет стены в редакторе? 
_______
Вообще  мы собирались ее  перекрасить. Нашли краску. Приперли. Оставили в кОлидоре...И  ее взяли.. и  спиз... кто-то унёс втихаря🤔
Даже записки не оставили 😣🙄.
Такие дела.
________
#yammedved_art #yammedved_story #посмотри_мой_арт #африканка #собака #зеленыестены #какпоменятьфон #творчество #настроение #ялюблюсобак #маршалжуковой #аfrica  #print #mood #dog #ярисую #скетч #акрил #printing #мкпорисованию";мкпорисованию
Bu_vNltDAA3;1552581905;88;10563400920;False;"Хочешь научиться рисовать волшебные картины ? 😍

Окунись в волшебство и индивидуальность! 🔮Картина которая получится у тебя - неповторима !✨
⠀
Спиртовые чернила- это нежность, утончённость, легкость и красота которая завораживает!🧚🏻‍♀️🖼 На МК вы:
✅Узнаете что такое спиртовые чернила;
✅Научитесь работать с материалами;
✅Создадите неповторимую картину;
✅Получите заряд вдохновения, положительных эмоций и новой энергии!
✅Проведёте целых 3 часа в приятной, расслабляющей атм фуре
⠀
☝🏼С собой нужен только фен с минимальной мощностью
⠀
🌸P.s А если приведёшь друга получишь скидку🌸
⠀
⠀
#paint #painting #ink #inks #alcoholink  #alcoholinkart  #alcoholinkartist #fluidart #art #design #interior #designinterior #interiorart #contemporaryart #modernart #artist #modernartist #creative #inspiration #дизайн #картина #картинавинтерьер #интерьер #365colorfull #спиртовыечернила #алкогольныечернила #мкспиртовыечернила #мкпорисованию";мкпорисованию
Bu_whsDFJhN;1552582594;35;2353368993;False;"🌊 БОЮСЬ УЧИТЬСЯ ОНЛАЙН 🌊
⠀
Давно собираетесь записаться на интересный онлайн-курс, но в последний момент отказываетесь от этой затеи?
⠀
☀️
⠀
Что ж, сейчас разберём популярные страхи и мифы и тут же развеем их!
⠀
1. МНЕ БУДЕТ ОДИНОКО. В структуре наших онлайн-курсов всегда есть общение как с учениками, так и с преподавателям. Вам вряд ли будет скучно☺️
⠀
2. БОЮСЬ ОШИБИТЬСЯ С ВЫБОРОМ КУРСА. Избавиться от страха сделать фатальную ошибку всегда поможет тщательное знакомство со школой. Не можете найти нужную информацию? Пишите в Директ и мы с радостью обо всем Вам расскажем.😏
⠀
3. НЕУДОБНО ОБУЧЕНИЕ БЕЗ «ЖИВОГО» ПРИСУТСТВИЯ. А что, зато можно быть на занятиях в любимой пижамке, сидя дома в любимом кресле. Ещё вам не придётся долго добираться на курсы и обратно. 😁
⠀
4. ОНЛАЙН-ОБУЧЕНИЕ НЕ ТАК ЭФФЕКТИВНО. Мы предусмотрели этот момент и подготовили обучение тщательнейшим образом. Ни один вопрос ученика не остаётся без внимания и подробного объяснения преподавателя. 😌
⠀
5. ДЛЯ ОНЛАЙН-ОБУЧЕНИЯ НУЖЕН МОЩНЫЙ КОМПЬЮТЕР И НАДО УМЕТЬ В НЕМ РАЗБИРАТЬСЯ. И снова перевернём это предположение. Для онлайн-обучения  нужна только одна программа  WhatsApp 🤷🏼‍♀️😋
⠀
Как видите, все очень легко, в наше время онлайн-обучение становится постепенно востребованнее очного, благодаря наименьшей стоимости, любом местоположении и так далее🥰
⠀
Вы уже не боитесь? Скорее пишите нам и присоединяйтесь к курсам😉";мкпорисованию
BulifxQD3El;1551702823;32;1713157784;False;"Сколько нужно учиться? Этот вопрос задают нам взрослые, когда приходят в изо-студию.
⠀
Как это делать? Такой вопрос задают дети. Два разных подхода, а результат у обоих будет замечательный.

Научиться рисовать можно. Попробуйте свои силы на первом занятии 255-00-43";мкпорисованию
BumgKv9AEe_;1551735156;27;3484930452;False;"А у нас в студии уже все по летнему.
Уже и велосипед готов и цветы  зацвели.

Фотоотчёт с мк по живописи маслом.
🔥 🔥 🔥 🔥 🔥 🔥";мкпорисованию
Bunm1FpgpJM;1551772203;37;3484930452;False;"Картинка взята для примера из просторов интернета!!!! Такую нежность мы постараемся сделать с детьми в воскресенье.
Воздушный шар в технике скрапбукинг.

Количество мест ограниченно!

Все материалы представлены.
Стоимость 500 руб или по абонементу.";мкпорисованию
Bunn-Bdg_AW;1551772801;19;3484930452;False;"Марк, как истинный мужчина, не побоялся погодных катоклизм и пришёл в субботу на занятие, чтобы подготовить для мамы подарок.

Занятия по рисунку и живописи с детьми от 5 лет проходят каждую субботу с 11.00 по 13.00 каждую неделю. 🙌🙌🙌🙌🐲🐲🐲
Внимание!!!! На этой праздничной неделе, работаем в прежнем режиме.

#stavropol #мамыставрополя #мкполепке #рисованиесдетьмиставрополь #занятиясдетьмиставрополь #лепкасдетьми #кудапойтиставрополь #ставрополь #валяниеставрополь #мкповалянию #stav #урокирисования #валяниесдетьми #мкпоживописидлявзромлых #мкпорисованию #студияживописиставрополь #мкпоживописи #мастерклассыпорисованию #мамыск #занятияживописью #детинашевсе #prilaga #изостудияставрополь #лепкаставрополь #развитиеребенка #рисованиедляновичков #рисованиесдетьми #мкставрополь #рисованиеснуля #рисуемсдетьми";мкпорисованию
Bunq35bAQHg;1551774323;76;185117775;False;🌎🌍🌏;мкпорисованию
BunrDIuAvQO;1551774415;25;3484930452;False;"Результат плодотворной работы на занятиях по валянию.
В итоге вышел такой обворожительный енот с сердечком 💗😍
👏👏👏👏👏👏 Занятия по валянию проходят каждую субботу с 14.00 по 16.00.

Стоимость 500 руб или по абонементу.

Все материалы представлены.

Запись по телефону студии 664386 или 89187591300

Присоединится можно в любой момент.

Индивидуальный подход к каждому клиенту)";мкпорисованию
BuocyMjhBKN;1551800491;8;5581158844;False;Все стараются и все получается👍👍👍 арт-вечеринки это отличная идея для корпоратива или проведения любого праздника 🍸🎂 #праздник  #мастеркласс #кудапойтиекб #мкпорисованию #мкекб #идеядляподарка #artideaparty #art #корпоратив;мкпорисованию
Bup93kcjov1;1551851391;71;10563400920;False;"Что подарить на 8 марта? ⠀
Себе и своим близким. Подарите настроение, атмосферу спокойствия и удовлетворения.
⠀
9 марта состоится праздничный МК. Окунись в волшебный процесс рисования.  Спиртовые чернила это космос , легкость , нежность , воздушность, завораживает....и так можно до бесконечности...
⠀
Группа небольшая , всего 4 человека. И еще есть место. ⠀
Стоимость: 3800 рублей.
Место: уютная мастерская в центре Москвы
⠀
⠀
#paint #painting #ink #inks #alcoholink  #alcoholinkart  #alcoholinkartist #fluidart #art #design #interior #designinterior #interiorart #contemporaryart #modernart #artist #modernartist #creative #inspiration #дизайн #картина #картинавинтерьер #интерьер #365colorfull #спиртовыечернила #алкогольныечернила #мкспиртовыечернила #мкпорисованию #мастеркласс";мкпорисованию
BuqAsZHn05t;1551852872;58;7604445421;False;"Про МК🎨

Мои родные спрашивают: ""ну как всё прошло?!"" Переживали за меня! А всё отлично прошло!😉👌 Мне повезло:
1️⃣ с учениками (все такие милые, дружелюбные, любознательные)
2️⃣ с местом проведения МК (большой зал, с огромным столом, море красок @kubik_rubikova )
3️⃣ с администратором ( она ""влилась"" в рисование с головой вместе со всеми @narinemartirosian )

Спасибо вам за положительную энергию!💕🤗";мкпорисованию
BuqEl5dhhKN;1551854916;13;5581158844;False;Арт-вечеринки в Екатеринбурге #артвечеринка #кудапойтиекб #рисуемкаждыйдень #мкпорисованию #мастеркласс #artideaparty #art #лайкекб #лайк #праздник #корпоратив;мкпорисованию
BuqHdZWBI78;1551856419;79;285676977;False;"Быть или не быть😁🤗 Когда ты под звуки внутреннего Моцарта,наливаешь себе кофеку, медленно идёшь в комнату,удобно распологаешься,включаешь соньку😁

Тра-та-та-та-та бдух шмяк и продолжительный ор ""мама помоги"". Резко сняв розовые очки,понимаешь,что свое желание позадротить и помечтать, придется отложить на дневной сон детей 😁

Моя сонька-спасательный круг для моих мозгов😁 а ещё для нервов,да и вообще говорят ""от соньки худеют""😁 Но детям-то это не объяснишь? Им вообще пофиг,что у тебя там в параллельной вселенной😁 
Под Моцарта она кофе себе наливает...ага,размечталась 😁
Сюда иди,смотри я написала на обоях(хорошо,что карандашами) слово ""мама""- это подарок😁
Господи,как прекрасно,что в зановесках сердечки не вырезала 😁 глядишь они и до следующей недели доживут 😁";мкпорисованию
BuqVh2NhAES;1551863796;40;8166746081;False;"Работа карандашом нашей талантливой ученицы 👏
.
.
#АртстудияПланетачудес
#рисуноккарандашом
#рисованиесдетьми
#кружокпорисованию
#рисованиебобруйск
#мкпорисованию";мкпорисованию
